,time_skew,time_kurt,time_rms,time_var,time_std,time_absolute_mean,time_shape_factor,time_vmax,time_impulse_factor,time_crest_factor,time_sqr_mean,time_clearance_factor,time_mean,time_energy_operator,time_log_energy_entropy,time_shannon_entropy,time_sqrt_amplitude_val,time_time_cp1,time_time_cp2,time_time_cp3,time_time_cp4,time_time_cp5,time_time_cp6,time_log_detector,time_wave_length,time_wilson_amplitude,time_slope_sign_change,freq_mean,freq_var,freq_skew,freq_kurt,freq_central_freq,freq_std,freq_rms,freq_cp1,freq_cp2,freq_cp3,freq_cp4,freq_cp5,freq_centroid,freq_spread,freq_entropy,pow_total,pow_mdf,pow_pkf,pow_1sm,pow_2sm,pow_3sm,pow_4sm,pow_vcf,pow_freq_ratio,Label
0,-0.13053736471141913,-1.6342141850285754,7.407417969125936,10637.408124391626,103.13781132248069,136.30141831679208,0.05434586125809489,255,1.870853606286975,34.42495091580334,54.8698409693298,4.64736174727635,136.30141831679208,-180.8591848334325,813702.9140625,,inf,0.0,34.42495091580334,1.870853606286975,0.8551000644657183,inf,inf,0.0,95644589,744625.0,741605.0,93.30623090102239,36.70263434271636,-0.7445443108249864,2.036340640215518,31132.667939339233,111969.26355182183,35987.56647624372,0.003313214023257494,3.5965200210270925,,370.97813417371026,48382.91716022523,186806.96633514998,108316.23093586341,18.513377346843928,0.16257423370919483,0.08128711685459741,40000,6502.969348367793,260118773.93471172,112553768.05258423,-171835211.2033395,0.0,0.5075799321575849,cutting
0,-0.1313151179681339,-1.6343937141563376,7.40621608383895,10648.87473740041,103.19338514362444,136.40167376847225,0.05429710559424832,255,1.8694785258488555,34.43053741794459,54.85203668051474,4.648870223092088,136.40167376847225,-180.96052262785273,805980.0244140625,,inf,0.0,34.43053741794459,1.8694785258488555,0.853974996045624,inf,inf,0.0,95655342,744623.0,741464.5,93.30237855680049,36.59702423505711,-0.7399352419410197,2.1136416308457866,31123.836960240802,159990.79071358906,35981.278993534055,0.0012310145362193347,5.140458450478634,,196.9509890296535,48383.772908018946,186753.97735205482,108332.39812668327,18.513380671449156,0.16121203640967346,0.08060601820483673,40000,6448.481456386939,257939258.25547755,111610688.47967702,-170395416.86863223,0.0,0.514583807157932,cutting
0,-0.1320450964302002,-1.6341874998331867,7.40250812688339,10651.327164726212,103.20526713654789,136.4132610886828,0.054265311655228236,255,1.8693197271651143,34.44778386313779,54.79712656857464,4.653528678750809,136.4132610886828,-181.45414633012845,803386.9765625,,inf,0.0,34.44778386313779,1.8693197271651143,0.85386772360592,inf,inf,0.0,95666092,744530.0,741683.0,93.38620576329569,36.881805634018455,-0.7278823811227226,1.935317376603475,31123.974869420013,20973.970509749135,35980.749133123274,0.5438315192042912,0.6738847013514498,,11406.306246062872,48382.120428231836,186754.80485567407,108324.63509780109,18.51336659751087,0.16307144568896284,0.08153572284448142,40000,6522.857827558513,260914313.10234055,112897998.99599361,-172360746.6686279,0.0,0.5091654048920145,cutting
0,-0.011429426242756367,-1.6571432972803926,7.444734276967221,10688.562524944091,103.3855044237058,128.3105764461818,0.05802120513494706,255,1.9873653993515992,34.25239780403283,55.42406845465066,4.600889236571423,128.3105764461818,-176.13105473727887,849599.9194335938,,inf,0.0,34.25239780403283,1.9873653993515992,0.8323716000176182,inf,inf,0.0,95619248,744439.0,741363.5,92.54739059395749,34.83395868658376,-0.801353772572148,2.2231909024470493,31155.462443451095,16165.599030027108,36008.507927280094,0.9005264574115137,0.5188688519507156,,14557.549626445314,48394.96536587535,186943.74138348666,108330.83477647523,18.513482001179295,0.16124835632981493,0.08062417816490747,40000,6449.934253192598,257997370.1277039,111635833.57047045,-170433805.73878717,0.0,0.5037007507961677,cutting
0,-0.14701046060801587,-1.6280373417037795,7.380065810335293,10643.96724448293,103.16960426638715,137.44045815978797,0.05369645815466684,255,1.8553488791745556,34.55253741001732,54.46537136487993,4.681873888120181,137.44045815978797,-182.0135489364915,785312.9956054688,,inf,0.0,34.55253741001732,1.8553488791745556,0.8554846867549332,inf,inf,0.0,95653807,744610.0,741511.0,93.56772059688795,37.18756527011109,-0.7062288947726113,1.9664058100052335,31112.934646303518,11859.639847253478,35970.18836089859,3.314971025259643,0.3811803670105579,,39314.36246365998,48376.11627308227,186688.55963081663,108312.5446582781,18.513355144547326,0.16170898010175244,0.08085449005087622,40000,6468.359204070098,258734368.16280392,111954733.68153541,-170920668.76332858,0.0,0.5142891550844892,cutting
0,-0.13435537432842284,-1.6324981564140033,7.3777752754252734,10663.483263051538,103.26414316233655,136.64713936782374,0.053991435968271106,255,1.8661202947951705,34.563264735018805,54.43156801467647,4.684781447619586,136.64713936782374,-181.6751579713738,780950.669921875,,inf,0.0,34.563264735018805,1.8661202947951705,0.8522035289564288,inf,inf,0.0,95653805,744699.0,741056.5,93.36602844645985,37.571957440994595,-0.6799892418781376,2.1184081106404093,31100.75226384455,11448.41495105737,35961.14022327799,3.9941819707277686,0.36810733238650484,,45727.05259092357,48375.49271197516,186615.46104786414,108330.33818767496,18.513307333662166,0.16304147214309375,0.08152073607154688,40000,6521.65888572375,260866355.42895,112877247.64165848,-172329065.691468,0.0,0.507523814342315,cutting
0,-0.12419276865879807,-1.6356502059801332,7.364671933016617,10682.973548091562,103.3584710998163,135.9732402365728,0.054162656712476706,255,1.875369003168114,34.62476024991793,54.23839268096272,4.701466754369791,135.9732402365728,-181.00931462868812,773835.03125,,inf,0.0,34.62476024991793,1.875369003168114,0.8485881369916223,inf,inf,0.0,95661999,744716.0,741181.5,93.4971135415459,37.58923038972167,-0.6675590395834016,1.99405538395495,31096.464566191025,15719.214690486026,35957.988151478145,1.567807963179812,0.505498451665673,,24644.709966677077,48374.56293215998,186589.73335267344,108336.98320760757,18.51331815036416,0.1627126374293545,0.08135631871467724,40000,6508.505497174179,260340219.88696718,112649588.03500734,-171981499.0371638,0.0,0.5074078520679195,cutting
0,-0.09028578652549137,-1.6439859280919853,7.379891113660564,10703.962129345831,103.45995423034861,133.64323293033476,0.0552208364901464,255,1.9080651852602655,34.55335533717857,54.46279284948616,4.68209554924442,133.64323293033476,-179.4675290746105,781489.6591796875,,inf,0.0,34.55335533717857,1.9080651852602655,0.8403497160768412,inf,inf,0.0,95660717,744682.0,741328.0,93.48251675829052,37.824738113240706,-0.6374508662803051,2.0125509486555737,31099.874426588754,20694.49899821152,35962.86372360032,0.6822171510362058,0.6654206610081619,,14118.14214868148,48381.47051440011,186610.1937153307,108360.00736757068,18.513301192609234,0.16162498324357671,0.08081249162178836,40000,6464.999329743068,258599973.18972275,111896580.78315443,-170831887.05705363,0.0,0.5132517085266532,cutting
0,-0.08266989196200245,-1.6456845878080015,7.370808778040588,10711.97291980491,103.49866143967714,133.1280604871181,0.05536630482762732,255,1.9154489223905928,34.59593209902641,54.32882204244018,4.6936412462762584,133.1280604871181,-178.87143164119232,779911.6577148438,,inf,0.0,34.59593209902641,1.9154489223905928,0.8382895114910194,inf,inf,0.0,95650990,744611.0,741042.0,93.39324100453594,37.667229559700395,-0.6469385554050617,2.062182117637663,31103.75752982269,11351.289123860539,35967.56344744619,4.025800743054656,0.364949125936851,,45698.02818946599,48386.42632485729,186633.49370158665,108376.03962624275,18.513302165250675,0.16247139638870695,0.08123569819435347,40000,6498.855855548278,259954234.2219311,112482571.48192687,-171726515.79520226,0.0,0.5049735215898139,cutting
0,-0.04458583101662709,-1.6516519264811096,7.366779137440022,10744.319653121931,103.6548100819346,130.57985664840996,0.05641589236290317,255,1.9528279977102048,34.61485613217573,54.26943485982156,4.698777510004799,130.57985664840996,-177.9219735564622,767104.1254882812,,inf,0.0,34.61485613217573,1.9528279977102048,0.826416865304492,inf,inf,0.0,95631278,744741.0,741012.0,93.42490268269898,37.83007642560772,-0.6970276134435228,2.03558341695825,31099.625515767915,14816.967846319432,35962.19288719395,1.90797965258705,0.47643557118740987,,28270.473163814044,48382.314857709185,186608.70016278903,108354.56343338569,18.51329404005396,0.16353839916643492,0.08176919958321746,40000,6541.535966657397,261661438.6662959,113221281.30337791,-172854299.96789843,0.0,0.5122669054137172,cutting
0,-0.036596127592532016,-1.6522952297288547,7.35181826342316,10757.043798753624,103.71616941804987,130.01026339788066,0.05654798376128053,255,1.9613836118430388,34.68529700586841,54.04923177840234,4.717920895628642,130.01026339788066,-177.67574870478836,756846.6181640625,,inf,0.0,34.68529700586841,1.9613836118430388,0.8225882873260798,inf,inf,0.0,95631533,744471.0,740969.5,93.36512706965301,37.180642971278985,-0.7394967608601729,2.034280278837362,31099.57764705681,11743.252839069433,35960.26122257185,3.730624431244311,0.37760168232319347,,43809.665943711545,48375.71699508499,186608.4129336726,108331.97379646718,18.513342300609793,0.1637602512837313,0.08188012564186566,40000,6550.410051349252,262016402.0539701,113374874.47237182,-173088789.80409056,0.0,0.509610676993403,cutting
0,-0.025405672724085733,-1.6516891390278334,7.348756249814391,10748.069762061987,103.67289791484555,129.24957735812833,0.056857100812424725,255,1.9729271477108115,34.699749363226,54.004218419186074,4.721853356355698,129.24957735812833,-177.71077116131406,757714.9677734375,,inf,0.0,34.699749363226,1.9729271477108115,0.8205034708416125,inf,inf,0.0,95633582,744691.0,741260.0,93.37572012231209,37.2854919054014,-0.7375189778342726,2.061058329009798,31096.180045406778,136599.34127990488,35956.848103568605,0.0023893706141673837,4.392801337027311,,326.38645196882635,48372.43954365047,186588.0261278167,108326.29954741984,18.51333016216434,0.16389013498400498,0.08194506749200249,40000,6555.605399360199,262224215.97440797,113464795.85499734,-173226072.27843592,0.0,0.5078839191496121,cutting
0,-0.014812653754203006,-1.6531605104375084,7.3402823098522045,10765.351167744077,103.75621026109269,128.46738724661486,0.05713732074087637,255,1.9849395668838847,34.73980825747483,53.879744388329215,4.7327618735926125,128.46738724661486,-177.59862419275404,750451.1977539062,,inf,0.0,34.73980825747483,1.9849395668838847,0.8159003904741907,inf,inf,0.0,95631533,744802.0,740605.5,93.0738047574759,36.59674976870156,-0.7723427836936463,2.0435333926215247,31094.010583443905,448586.9612869935,35956.79829075684,6.868200869543217e-05,14.426796443101647,,30.809853575770784,48376.74407432926,186575.00859238885,108348.12347972102,18.513373172650923,0.16295745919842253,0.08147872959921126,40000,6518.298367936901,260731934.71747604,112819083.60623787,-172240266.98233667,0.0,0.5133327316323958,cutting
0,-0.0027566429373487695,-1.6537475690877599,7.347981429429642,10757.108131945495,103.71647955819506,127.71183423905798,0.057535634604349115,255,1.9966826216173286,34.70340833724635,53.992831087242884,4.722849216555527,127.71183423905798,-177.04234357178194,759438.8305664062,,inf,0.0,34.70340833724635,1.9966826216173286,0.8148574690880882,inf,inf,0.0,95615150,744720.0,740900.5,93.21150486343812,36.48037795789598,-0.755899489330586,1.9883592726450816,31106.801830421653,16413.619875912867,35967.44209631422,1.3201742200414273,0.5276537255546717,,21668.837817739743,48381.78690620101,186651.76057677425,108343.12583107875,18.513390105893595,0.16272152272355478,0.08136076136177739,40000,6508.860908942192,260354436.35768765,112655739.5223598,-171990890.47866517,0.0,0.5094214053353425,cutting
